jumlah_dosen,univ_name
43,Sekolah Tinggi Ilmu Ekonomi Dharma Agung Bandung
10,Sekolah Tinggi Bahasa Asing Sebelas April Sumedang
10,STKIP Persatuan Islam
62,Sekolah Tinggi Teknologi Wastukancana
0,Sekolah Tinggi Ilmu Ekonomi Serang
132,Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa
15,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah
22,Sekolah Tinggi Ilmu Ekonomi Dewantara
14,Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja
75,Sekolah Tinggi Ilmu Kesehatan Faletehan
93,STMIK Raharja
41,Sekolah Tinggi Ilmu Ekonomi Kalpataru
44,Sekolah Tinggi Ilmu Komputer Poltek Cirebon
108,Sekolah Tinggi Ilmu Kesehatan Cirebon
22,Sekolah Tinggi Ilmu Ekonomi Bisma Lepisi
46,Sekolah Tinggi Ilmu Ekonomi Tribuana Tambun
6,Sekolah Tinggi Ilmu Teknik Bina Putra
28,STISIP Bina Putera Banjar
0,Sekolah Tinggi Ilmu Ekonomi Soemita Adikoesoema
28,STMIK IKMI Cirebon
15,Sekolah Tinggi Kesehatan Indonesia Wirautama
11,Sekolah Tinggi Seni Musik Bandung
15,Sekolah Tinggi Ilmu Kesehatan Bina Putera Banjar
13,Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien
22,Sekolah Tinggi Farmasi Indonesia Bandung
25,Sekolah Tinggi Teknologi Informatika Sony Sugema
41,Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan
36,Sekolah Tinggi Ilmu Ekonomi Ppi
21,Sekolah Tinggi Ilmu Ekonomi Paripurna
17,Sekolah Tinggi Bahasa Asing Technocrat
16,Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah
24,STMIK Ganesha Bandung
20,Sekolah Tinggi Ilmu Ekonomi Dr Kh Ez Mutaqien
42,STMIK Tasikmalaya
21,Sekolah Tinggi Farmasi YPIB Cirebon
0,Sekolah Tinggi Teknologi Ar-rahmah Cianjur
41,Sekolah Tinggi Ilmu Kesehatan Bhakti Kencana
0,Sekolah Tinggi Teknologi Banten Jaya
47,Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung
36,Sekolah Tinggi Ilmu Manajemen Budi Bakti
0,Sekolah Tinggi Teknologi Nasional Bandung
0,Sekolah Tinggi Teknik Cikarang
3,Sekolah Tinggi Ilmu Kesehatan Garut
94,Sekolah Tinggi Ilmu Kesehatan Dharma Husada
36,Sekolah Tinggi Ilmu Kesehatan Indramayu
8,Sekolah Tinggi Ilmu Administrasi Sandikta
34,Sekolah Tinggi Ilmu Administrasi Banten
37,Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon
7,Sekolah Tinggi Teknik Karawang
27,Sekolah Tinggi Teknologi Fatahillah Cilegon
97,Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani
17,Sekolah Tinggi Ilmu Kesehatan Respati
0,STIKES Muhammadiyah Tasikmalaya
66,STKIP Setiabudhi
37,STMIK Triguna Utama
61,STMIK Insan Pembangunan
0,Sekolah Tinggi Teknologi Telematika Cakrawala
14,Sekolah Tinggi Ilmu Ekonomi BII Bekasi
22,Sekolah Tinggi Teknologi Mitra Karya
29,Sekolah Tinggi Ilmu Kesehatan Banten
40,STMIK Mercusuar
17,STMIK Dharma Putra
28,Sekolah Tinggi Teknik Ilmu Komputer Insan Unggul
10,Sekolah Tinggi Ilmu Ekonomi Budi Pertiwi
16,STMIK MIC Cikarang
26,STISIP Banten Raya
3,Sekolah Tinggi Teknologi Banten
7,Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi
13,STMIK PGRI Tangerang
33,STMIK LPKIA Bandung
55,Sekolah Tinggi Ilmu Kesehatan Bakti Tunas Husada
0,STMIK Abdi Negara
5,Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto
6,Sekolah Tinggi Ilmu Hukum Dharma Andhiga
18,Sekolah Tinggi Ilmu Komputer Binaniaga
19,Sekolah Tinggi Teknik Multimedia Cendikia Abditama
1,Sekolah Tinggi Ilmu Ekonomi Islamiyah
18,STMIK Masa Depan
5,STISIP Setia Budhi
28,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi
34,STMIK Cikarang
14,Sekolah Tinggi Ilmu Administrasi Cimahi
0,Sekolah Tinggi Ilmu Kesehatan Bakti Indonesia
20,Sekolah Tinggi Ilmu Bahasa Asing Invada
9,Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya
14,Sekolah Tinggi Analis Kimia Cilegon
0,Sekolah Tinggi Teknologi Geusan Ulun
24,Sekolah Tinggi Ilmu Kesehatan YPIB
6,Sekolah Tinggi Teknologi Pratama Adi
27,STMIK Bina Insani
88,Sekolah Tinggi Teknologi Pelita Bangsa
33,Sekolah Tinggi Ilmu Kesehatan Medika Cikarang
40,Sekolah Tinggi Ilmu Ekonomi Banten
0,STIKES Muhammadiyah Tangerang
17,STMIK Dharma Negara
19,STIE Dharma Negara
49,STIKES Wijaya Husada Bogor
25,Sekolah Tinggi Farmasi Muhammadiyah Tangerang
26,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur
83,Sekolah Tinggi Ilmu Ekonomi Gici
0,Sekolah Tinggi Bahasa Asing Buddhi
14,Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung
21,Sekolah Tinggi Ilmu Kesehatan Yatsi
66,STIKES Muhammadiyah Ciamis
16,Sekolah Tinggi Ilmu Komputer Al-khairiyah
24,Sekolah Tinggi Ilmu Kesehatan Mitra Kencana
18,STIKES Sebelas April Sumedang
35,STIKES Widya Dharma Husada Tangerang
50,STMIK Bina Sarana Global
38,Sekolah Tinggi Ilmu Kesehatan Budhi Luhur Cimahi
2,Sekolah Tinggi Bahasa Asing Cirebon
37,Sekolah Tinggi Ilmu Kesehatan Sukabumi
48,Sekolah Tinggi Ilmu Kesehatan Kuningan Garawangi
19,STKIP Banten
41,Sekolah Tinggi Teknologi Duta Bangsa
37,STMIK WIT Cirebon
14,STIKES Faathir Husada
0,Sekolah Tinggi Teknologi Muhammadiyah Karawang
29,Sekolah Tinggi Ilmu Kesehatan Bani Saleh
15,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa
15,STMIK Nusa Mandiri Sukabumi
60,STIKES Karsa Husada Garut
0,STIKES HMS Bintaro
15,Sekolah Tinggi Ilmu Bahasa Asing Nusa Mandiri
34,Sekolah Tinggi Ilmu Kesehatan Santo Borromeus
62,Sekolah Tinggi Teknologi Nusa Putra
0,Sekolah Tinggi Ilmu Ekonomi Bina Bangsa
22,STMIK Pasim Sukabumi
36,STIE Pasim Sukabumi
34,Sekolah Tinggi Ilmu Kesehatan Rajawali
31,Sekolah Tinggi Ilmu Manajemen Prima Graha
15,STMIK Muhammadiyah Banten
13,Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok
20,STMIK Antar Bangsa
9,Sekolah Tinggi Bahasa Asing IEC Bekasi
41,STIKES Kharisma Karawang
24,STIKES Ichsan Medical Centre Bintaro
28,Sekolah Tinggi Ilmu Keperawatan PPNI Jawa Barat
14,Sekolah Tinggi Ilmu Ekonomi Dwimulya
33,Sekolah Tinggi Analis Bakti Asih
31,STIEB Perdana Mandiri
34,Sekolah Tinggi Pariwisata Bogor
113,STKIP Panca Sakti Bekasi
48,STKIP Surya
28,STKIP Muhammadiyah Bogor
71,STKIP Muhammadiyah Kuningan
0,STISI TELKOM
14,Sekolah Tinggi Teknologi YBS Internasional
31,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bina Mutiara
4,STISIP Guna Nusantara
14,STIKES Bina Permata Medika
31,Sekolah Tinggi Ilmu Hukum Painan
40,Sekolah Tinggi Ilmu Kesehatan 'Aisyiyah Bandung
19,Sekolah Tinggi Teknologi Terpadu Nurul Fikri
12,Sekolah Tinggi Ilmu Kesehatan Holistik
22,STKIP Mutiara Banten
20,STKIP Nahdlatul Ulama Indramayu
23,STKIP Purwakarta
30,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu
19,Sekolah Tinggi Manajemen Logistik Indonesia
0,STKIP Arastamar di Tangerang
20,STKIP Situs Banten di Serang
0,STKIP PANCAKARYA 
9,STISIP Trimasda Cilegon
25,STIE ISM
26,STKIP Pelita Pratama
35,STKIP Syekh Manshur 
1,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Invada Cirebon
24,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al-Amin Indramayu
11,STIKES An Nasher Cirebon
4,STIKES Prima Indonesia
21,Sekolah Tinggi Ilmu Ekonomi Ekadharma Indonesia
9,STKIP Babunnajah Pandeglang
8,STIKES Raflesia
1,Sekolah Tinggi Teknologi Kreatif Bina Nusantara Bandung
10,Sekolah Tinggi Ilmu Hukum Bina Bangsa
2,STKIP Sera
15,Sekolah Tinggi Farmasi Muhammadiyah Cirebon
8,STIKES Muhammadiyah Cirebon
14,Sekolah Tinggi Komputer Al Ma soem
1,Akademi Manajemen Informatika Dan Komputer Yasika
9,Akademi Akuntansi Bandung
14,Akademi Akuntansi Bina Insani
22,Akademi Sekretari Dan Manajemen Bina Insani
0,Akademi Sekretari Dan Manajemen Bhakti
0,Akademi Bahasa Asing YPKK Tangerang
10,AMIK Wira Nusantara
7,Akademi Sekretari Manajemen Taruna Bakti
0,Akademi Manajemen Kesatuan Bogor
12,Akademi Manajemen Informatika Dan Komputer Hass
21,Akademi Maritim Suaka Bahari
0,Akademi Sekretari & Manajemen Industri Budhi
0,Akademi Pariwisata Ars Internasional
8,AMIK Bumi Nusantara
6,Akademi Sekretari Dan Manajemen Kencana Bandung
3,Akademi Pariwisata Bandung
3,Akademi Perdagangan Bandung
38,Akademi Maritim Cirebon
0,AMIK Muhammadiyah Serang
0,Akademi Kesenian Bogor
0,Akademi Teknologi Patriot
7,Akademi Pariwisata Yasmi
8,Akademi Manajemen Informatika Dan Komputer Serang
2,Akademi Sekretari Dan Manajemen Tunas Harapan
19,Akademi Manajemen Informatika Dan Komputer Garut
6,Akademi Pariwisata Siliwangi
0,Akademi Bahasa Asing Budhi Tangerang
9,AMIK Sultan Agung
5,Akademi Sekretari Triguna
14,Akademi Sekretari Dan Manajemen Lepisi
21,Akademi Sekretari Dan Manajemen Ariyanti
13,Akademi Tata Boga Bandung
7,Akademi Teknologi Bandung
10,Akademi Industri Tekstil Bandung
0,Akademi Komunikasi Radio Dan Televisi Hutama
12,Akademi Teknologi Bogor
0,Akademi Akuntansi Perdana Mandiri
0,AMIK Al-Ma soem
0,Akademi Pariwisata Sandhy Putra
0,Akademi Sekretari Dan Manajemen Prima Graha
6,Akademi Manajemen Informatika Dan Komputer YPAT
34,AMIK Raharja Informatika
0,AMIK Masa Depan
5,Akademi Teknologi Aeronautika Siliwangi
6,Akademi Pariwisata Nasional Indonesia Bandung
0,Akademi Akuntansi Keuangan Dan Perbankan Indonesia
0,AMIK MIC Cikarang
13,Akademi Sekretari Dan Manajemen Insulindo
10,AMIK Purnama Niaga
5,Akademi Telekomunikasi Bogor
8,Akademi Pariwisata Citra Buana Indonesia
47,AMIK Citra Buana Indonesia
4,Akademi Perekam Medis & Informatika Kesehatan Bandung
4,AMIK Wahana Mandiri Tangerang
24,Akademi Pariwisata NHI Bandung
0,AMIK PGRI Tangerang
8,Akademi Fisioterapi Rumah Sakit Dustira
6,Akademi Kebidanan Yayasan Husada Madani
0,AMIK BK3
48,Akademi Minyak Dan Gas Balongan
16,AMIK Al-Muslim Bekasi
21,AMIK Pakarti Luhur
9,Akademi Keuangan dan Bisnis Indonesia Internasional
0,AKMI Guna Nusantara
8,Akademi Telekomunikasi Nusantara
12,Akademi Kebidanan Bina Husada Tangerang
15,Akademi Kebidanan Assyifa Tangerang
9,Akademi Kebidanan Al-Ishlah Cilegon
155,AMIK BSI Bekasi
10,Akademi Analisi Kesehatan An-Nasher
11,Akademi Bahasa Asing Internasional Bandung
21,Akademi Kebidanan Karya Bunda Husada
16,Akademi Kebidanan Salsabila
17,Akademi Teknik Mesin Industri Cikarang
17,Akademi Kebidanan Aisyiyah Serang
0,Akademi Kebidanan Kharisma Pangkal Perjuangan
0,Akademi Keperawatan Bidaramukti
0,Akademi Keperawatan PPNI Jawa Barat
0,Akademi Keperawatan Aisyiyah Bandung
5,Akademi Keperawatan Kebonjati
0,Akademi Keperawatan Kharisma
12,Akademi Keperawatan Bhakti Husada Cikarang
8,Akademi Keperawatan YPIB Majalengka
16,Akademi Keperawatan RS Dustira
0,Akademi Keperawatan Raflesia
11,Akademi Keperawatan Saifuddin Zuhri
12,Akademi Keperawatan Muhammadiyah Cirebon
15,Akademi Keperawatan Buntet Pesantren
18,Akademi Kebidanan Bhakti Bangsa
26,AMIK BSI Bandung
77,AMIK BSI Bogor
116,AMIK BSI Tangerang
12,Akademi Kebidanan YPSDMI
17,Akademi Sekretari Dan Manajemen BSI Bandung
22,AMIK BSI Tasikmalaya
2,Akademi Kebidanan Tri Dharma Bandung
12,Akademi Keperawatan Yatna Yuana Lebak
11,Akademi Keperawatan Islamic Village
5,Akademi Kebidanan Isma Husada Cirebon
10,Akademi Kebidanan Bhakti Asih Purwakarta
3,Akademi Perpajakan Maria Mediatrix
10,Akademi Kebidanan Bhakti Husada Cikarang
11,Akademi Keperawatan Bhakti Kencana Bandung
10,Akademi Kebidanan Gema Nusantara Bekasi
7,Akademi Manajemen Informatika Dan Komputer Bogor
8,Akademi Keperawatan Dharma Husada Cirebon
8,Akademi Farmasi Al-Ishlah Cilegon
10,Akademi Radiognostik Dan Radioterapi Yapenpernus
9,Akademi Kebidanan Ar-Rahmah Bandung
0,Akademi Pariwisata Bogor BHI
9,Akademi Kebidanan Bhakti Purna Husada
20,Akademi Kebidanan Pelita Ilmu Depok
10,Akademi Kebidanan La Tansa Mashiro
12,Akademi Kebidanan Cianjur
0,Akademi Refraksi Optisi Polycore Indonesia
0,Akademi Kebidanan Muhammadiyah Cirebon
26,Akademi Kebidanan Prima Husada
16,Akademi Kebidanan Citama Raya Depok
9,Akademi Kebidanan Bhakti Mitra Husada
9,Akademi Kebidanan Suka Wangi Bekasi
2,Akademi Kebidanan Syahida Komunika
17,Akademi Kebidanan Bhakti Nugraha
1,Akademi Kebidanan Wijaya Husada Bogor
5,Akademi Pariwisata Nusantara Tangerang
9,Akademi Kebidanan Bunda Auni Bogor
6,Akademi Perdagangan Catur Insan Cendekia
13,Akademi Kebidanan Prima Indonesia
6,Akademi Keperawatan Al-Ikhlas Cisarua
9,Akademi Kebidanan Al-Ikhlas Cisarua
0,Akademi Analis Kesehatan Bakti Asih
0,Akademi Farmasi Muhammadiyah Cirebon
5,Akademi Kebidanan Bakti Indonesia Bogor
0,Akademi Kebidanan Karsa Husada Garut
12,Akademi Kebidanan Bogor Husada
7,Akademi Kebidanan Sentra Bina Yudistira Tangerang
0,Akademi Kebidanan Aisyiyah Bandung
4,Akademi Kebidanan Dewi Sartika Bandung
16,Akademi Kebidanan Bina Husada Serang
16,Akademi Kebidanan Tiara Bunda
7,Akademi Kebidanan Respati
20,AMIK BSI Sukabumi
8,Akademi Kebidanan Sayid Sabiq Indramayu
5,Akademi Kebidanan Medica Obgin
12,Akademi Kebidanan Graha Husada Cirebon
8,Akademi Kebidanan Wijaya Husada
9,Akademi Farmasi Muhammadiyah Kabupaten Kuningan
9,Akademi Kebidanan Bandung
5,Akademi Kebidanan Bhakti Asih Cileduk
4,Akademi Keperawatan RS Efarina
9,Akademi Kebidanan Cipta Daya Husada
55,AMIK BSI Karawang
22,AMIK Mapan Tangerang
3,Akademi Keperawatan Bidara Mukti
3,Akademi Perpajakan Padang (AKAP) Bekasi
10,Akademi Pariwisata BSI Bandung
15,Akademi Akuntansi Keuangan dan Perbankan Indonesia
6,Akademi Farmasi YPF
6,Akademi Farmasi Bumi Siliwangi
12,Akademi Manajemen Bisnis Bina Darma Swakarya
41,Politeknik Pajajaran Insan Cinta Bangsa Bandung
23,Politeknik Gajah Tunggal
22,Politeknik Bina Budaya Cipta
13,Politeknik Krakatau
82,Politeknik Komputer Niaga Lpkia
88,Politeknik Pos Indonesia
23,Politeknik Piksi Input Serang
0,Politeknik Manufaktur Igasa Pindad
33,Politeknik Tri Mitra Karya Mandiri
200,Politeknik LP3I Bandung
0,Politeknik AKMB Bandung
90,Politeknik TEDC
0,Politeknik Garuda Nusantara Bandung
25,Politeknik Praktisi Bandung
17,Politeknik Gunakarya Indonesia Bekasi
24,Politeknik Sukabumi
15,Politeknik Mitra Kusuma
5,Politeknik Agroindustri
20,Politeknik Perdana Mandiri
33,Politeknik Kent
163,Politeknik Piksi Ganesha
35,Politeknik PGRI Banten
37,Politenik Kesehatan Yapkesbi Sukabumi
29,Politeknik Al-Islam Bandung
17,Politeknik Kridatama Bandung
32,Politeknik Kelapa Sawit Citra Widya Edukasi
35,Politeknik Kesehatan Bhakti Pertiwi Husada
28,Politeknik Kesehatan TNI-AU Ciumbuleuit
0,Politeknik Telkom
7,Politeknik Geologi Dan Pertambangan Agp
28,Politeknik Triguna Tasikmalaya
0,Politeknik Indramayu
32,Politeknik Tunas Pemuda
20,Politeknik Enjinering Indorama
20,Politeknik Meta Industri Cikarang
0,Akademi Komunitas Multistrada
6,Akademi Komunitas Toyota Indonesia
746,Universitas Islam Indonesia
221,Universitas Sarjanawiyata Tamansiswa
126,Universitas Janabadra
76,Universitas Proklamasi  45
284,Universitas Atma Jaya Yogyakarta
49,Universitas Cokroaminoto
639,Universitas Muhammadiyah Yogyakarta
77,Universitas Widya Mataram
61,Universitas Kristen Immanuel
156,Universitas Kristen Duta Wacana
359,Universitas Sanata Dharma
588,Universitas Ahmad Dahlan
0,Universitas Pembangunan Nasional Veteran
144,Universitas PGRI Yogyakarta
32,Universitas Gunung Kidul
218,Universitas Teknologi Yogyakarta
142,Universitas Mercu Buana Yogyakarta
208,Universitas Respati Yogyakarta
139,Universitas Alma Ata
206,Universitas Aisyiyah Yogyakarta
27,Universitas Nahdlatul Ulama Yogyakarta
380,Universitas Amikom Yogyakarta
28,IKIP PGRI Wates
21,Institut Pertanian Intan
121,Institut Sains Dan Teknologi Akprind
89,Institut Pertanian Stiper
61,Institut Teknologi Yogyakarta
7,STIKIP Catur Sakti
132,Sekolah Tinggi Teknologi Nasional
76,Sekolah Tinggi Ilmu Ekonomi YKPN
60,Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha
13,Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana
26,STISIP Kartika Bangsa
0,Sekolah Tinggi Teknik Lingkungan
0,Sekolah Tinggi Ilmu Ekonomi Kerja Sama
48,Sekolah Tinggi Pembangunan Masyarakat Desa APMD
77,STMIK Akakom
20,Sekolah Tinggi Ilmu Ekonomi SBI
10,Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia
22,Sekolah Tinggi Ilmu Ekonomi Bisnis Dan Perbankan
32,Sekolah Tinggi Ilmu Ekonomi Ykp
27,Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda
58,Sekolah Tinggi Teknologi Kedirgantaraan
13,Sekolah Tinggi Ilmu Administrasi Aan
40,Sekolah Tinggi Pariwisata Ampta Yogyakarta
0,STMIK Amikom
9,Sekolah Tinggi Ilmu Ekonomi Pariwisata Api
15,Sekolah Tinggi Bahasa Asing LIA Yogyakarta
69,Sekolah Tinggi Teknologi Adisutjipto
26,STMIK El Rahma
0,STMIK Proactive
33,Sekolah Tinggi Ilmu Kesehatan Wira Husada
7,Sekolah Tinggi Psikologi Yogyakarta
0,STMIK Pelita Nusantara Yogyakarta
100,Sekolah Tinggi Ilmu Kesehatan Surya Global
0,Sekolah Tinggi Teknologi Informasi Respati
0,Sekolah Tinggi Ilmu Kesehatan Respati
0,Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta
17,Sekolah Tinggi Ilmu Manajemen YKPN
81,Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani Yogyakarta
0,Sekolah Tinggi Ilmu Kesehatan Alma Ata Yogyakarta
100,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta
23,STMIK Jenderal Achmad Yani
18,Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia
28,Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum
18,STIKES Yogyakarta
50,STIKES Guna Bangsa Yogyakarta
11,STIKES AL-Islam Yogyakarta
35,Sekolah Tinggi Ilmu Kesehatan Madani Yogyakarta
24,Sekolah Tinggi Ilmu Kesehatan Panti Rapih Yogyakarta
26,Sekolah Tinggi Ilmu Kesehatan Akbidyo
35,Akademi Akuntansi YKPN
0,Akademi Kesejahteraan Sosial Tarakanita
4,Akademi Bahasa Asing YIPK Yogyakarta
0,Akademi Keuangan Dan Perbankan YIPK
18,Akademi Teknik YKPN
5,Akademi Manajemen Putra Jaya
19,Akademi Kesejahteraan Sosial AKK
0,Akademi Sekretari Dan Manajemen Indonesia Bantul
9,Akademi Pariwisata Buana Wisata Yogyakarta
9,Akademi Peternakan Brahma Putra
33,Akademi Maritim Yogyakarta
2,Akademi Komunikasi Yogyakarta
10,Akademi Ketatalaksanaan Pelayaran Niaga Bahtera
10,Akademi Pertanian Yogyakarta
28,ASM Marsudirini Santa Maria
9,Akademi Perikanan Yogyakarta
0,Akademi Manajemen Informatika & Komputer Aster
6,Akademi Pariwisata Indraprasta
0,AMIK Wira Setya Mulya
8,Akademi Sekretari Dan Manajemen Desanta
6,Akademi Teknik Piri
0,Akademi Telekomunikasi Indonesia Sleman
0,Akademi Akuntansi Sapta Widya Tama
10,Akademi Pariwisata Yogyakarta
25,Akademi Komunikasi Indonesia YPK
6,Akademi Pariwisata Dharma Nusantara Sakti
0,Akademi Teknologi Otomotif Nasional
14,Akademi Pariwisata Stipary
5,Akademi Maritim Ganesha Yogyakarta
0,AMIK Kartika Yani
0,Akademi Desain Visi Yogyakarta
9,Akademi Komunikasi Radya Binatama
24,Akademi Seni Rupa Dan Desain Akseri
0,Akademi Manajemen Informatika & Komputer Yappindo
38,Akademi Manajemen Administrasi Yogyakarta
0,Akademi Bahasa Asing Yappindo
11,Akademi Seni Rupa Dan Desain MSD
11,Akademi Manajemen Administrasi YPK Yogyakarta
9,Akademi Fisioterapi YAB Yogyakarta
8,Akademi Manajemen Administrasi Dharmala
18,AMIK BSI Yogyakarta
6,Akademi Analis Farmasi Al-Islam
0,Akademi Kebidanan Yogyakarta
0,Akademi Keperawatan Al-Islam Yogyakarta
0,Akademi Kesehatan Lingkungan Wiyata Husada
0,Akademi Keperawatan Karya Husada Yogyakarta
0,Akademi Keperawatan Wiyata Husada Yogyakarta
15,Akademi Keperawatan YKY Yogyakarta
13,Akademi Pariwisata BSI Yogyakarta
0,Akademi Keperawatan Panti Rapih Yogyakarta
0,Akademi Kebidanan Karya Husada Yogyakarta
0,Akademi Keperawatan Bethesda Yakkum
22,Akademi Keperawatan Notokusumo
8,Akademi Analis Kesehatan Manggala Yogyakarta
9,Akademi Kebidanan Ummi Khasanah
5,Akademi Perawatan Karya Bakti Husada Yogyakarta
8,Akademi Kebidanan Nyai Ahmad Dahlan
11,Akademi Bahasa Asing Sinema Yogyakarta
22,Akademi Kesehatan Karya Husada Yogyakarta
9,Akademi Farmasi Indonesia Yogyakarta
8,Akademi Teknik Radiodiagnostik dan Radioterapi (ATRO)
17,Politeknik API Yogyakarta
39,Politeknik LPP Yogyakarta
0,Politeknik PPKP
0,Politeknik YDHI
17,Politeknik Seni Yogyakarta
0,Politeknik Muhammadiyah Yogyakarta
31,Politeknik Kesehatan Bhakti Setya Indonesia
30,Politeknik Kesehatan Permata Indonesia Yogyakarta
19,Politeknik Mekatronika Sanata Dharma
0,Akademi Komunitas Perkebunan Yogyakarta
464,Universitas Kristen Satya Wacana
432,Universitas Islam Sultan Agung
248,Universitas 17 Agustus 1945 Semarang
179,Universitas Muhammadiyah Magelang
0,Universitas Tidar Magelang
132,Universitas Slamet Riyadi
128,Universitas Wijaya Kusuma Purwokerto
647,Universitas Muhammadiyah Surakarta
213,Universitas Muria Kudus
139,Universitas Tunas Pembangunan Surakarta (UTP)
162,Universitas Pekalongan
204,Universitas Katolik Soegijapranata
205,Universitas Pancasakti Tegal
60,Universitas Darul Ulum Islamic Centre Sudirman
67,Universitas Islam Batik
173,Universitas Veteran Bangun Nusantara
329,Universitas Semarang
125,Universitas Widya Dharma
316,Universitas Muhammadiyah Purwokerto
44,Universitas Kristen Surakarta
79,Universitas Pandanaran
128,Universitas Setia Budi Surakarta
194,Universitas Surakarta
142,Universitas Muhammadiyah Purworejo
216,Universitas Muhammadiyah Semarang
131,Universitas Wahid Hasyim
58,Universitas Nahdlatul Ulama
158,Universitas Stikubank
183,Universitas Sains Alqur an
318,Universitas Dian Nuswantoro
61,Universitas Sultan Fatah
69,Universitas Sahid Surakarta
51,Universitas Aki
78,Universitas Boyolali
75,Universitas Muhadi Setiabudi
164,Universitas Islam Nahdlatul Ulama Jepara
378,Universitas PGRI Semarang
53,Universitas Ma'arif Nahdlatul Ulama Kebumen
44,Universitas Nahdlatul Ulama Al Ghazali Cilacap
80,Universitas Peradaban
49,Universitas Selamat Sri
107,Universitas Ngudi Waluyo
0,Universitas Nahdlatul Ulama Purwokerto
0,Universitas Nasional Karangturi Semarang
95,IKIP Veteran Jawa Tengah
0,IKIP PGRI Semarang
72,Institut Teknologi Telkom Purwokerto
13,Sekolah Tinggi Ilmu Komunikasi
12,Sekolah Tinggi Ilmu Ekonomi Anindyaguna
27,Sekolah Tinggi Ilmu Ekonomi Surakarta
14,Sekolah Tinggi Ilmu Ekonomi Satria
30,Sekolah Tinggi Ilmu Ekonomi Atma Bhakti
15,Sekolah Tinggi Ilmu Ekonomi Widya Manggala
36,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang
15,Sekolah Tinggi Ilmu Pertanian Farming
38,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia
19,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama
23,Sekolah Tinggi Ilmu Ekonomi St Pignatelli
30,Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah
9,Sekolah Tinggi Ilmu Ekonomi Widya Manggalia
0,Sekolah Tinggi Ilmu Ekonomi Nahdlatul Ulama
10,Sekolah Tinggi Ilmu Ekonomi Trianandra
0,Sekolah Tinggi Bahasa Asing Satya Wacana
8,Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri
17,STMIK Widya Utama
29,STMIK Bina Patria
31,Sekolah Tinggi Ilmu Ekonomi AMA
82,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa
50,Sekolah Tinggi Ilmu Ekonomi Semarang
25,Sekolah Tinggi Ilmu Ekonomi Totalwin
19,Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya
14,Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara
15,Sekolah Tinggi Ilmu Ekonomi Assholeh
23,Sekolah Tinggi Ilmu Ekonomi YPPI
52,Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi
0,Sekolah Tinggi Ilmu Kesehatan Ngudi Waluyo
43,Sekolah Tinggi Ilmu Ekonomi Putra Bangsa
1,Sekolah Tinggi Ilmu Perikanan Kalinyamat
11,Sekolah Tinggi Ilmu Ekonomi Rajawali
44,STMIK Sinar Nusantara
0,STIMIK Banjarnegara
26,STMIK AUB Surakarta
77,STMIK Widya Pratama
23,Sekolah Tinggi Teknik Wiworotomo
16,Sekolah Tinggi Ilmu Administrasi Madani
56,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa Purwokerto
14,STMIK Himsya
15,Sekolah Tinggi Teknologi Muhammadiyah Kebumen
129,Sekolah Tinggi Elektronika Dan Komputer Pat
0,Sekolah Tinggi Bahasa Asing IEC Solo
