jumlah_dosen,univ_name
12,Sekolah Tinggi Ekonomi Islam (STEI) Hamfara Yogyakarta
28,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) An-Nur Yogyakarta
7,Sekolah Tinggi Pendidikan Islam (STPI) Bina Insan Mulia Yogyakarta
0,STAI Alma Ata Yogyakarta
12,STAI Masjid Syuhada Yogyakarta
11,STAI Sunan Pandanaran Yogyakarta
20,"STAI Yogyakarta Wonosari, Gunung Kidul"
0,"STIT Muhammadiyah Wates, Kulonprogo"
4,STEI Hamzar Lombok Timur
0,STIPI Khadidjah Surabaya
7,STAI Al-Amin Gersik Kediri Lombok Barat
8,STAI Al-Amin Dompu NTB
20,STAI Al-Azhar Menganti Gresik
13,STAI Al-Falah As-Sunniyah Kencong Jember
13,STAI Al-Fattah (STAIFA) Pacitan
8,STAI Al-Hamidiyah Bangkalan
49,STAI Al-Khairat Pamekasan
0,STAI Al-Khoziny Buduran Sidoarjo
16,STAI Al-Qodiri Jember
0,STAI Al-Qolam Gondanglegi Malang
6,STAI Ar-Rosyid Surabaya
23,STAI At-Taqwa Bondowoso Jawa Timur
1,"STAI Bahrul Ulum Tambakberas, Jombang"
12,Sekolah Tinggi Islam Blambangan Banyuwangi
11,"STAI Bustanul Ulum Krai, Lumajang"
13,STAI Darul Hikmah Bangkalan
9,STAI Darul Kamal NW Kembang Kerang NTB
0,"STAI Darullughah Wadda'wah Bangil, Pasuruan"
0,STAI Darussalam (STAIDA) Blokagung Tegalsari Banyuwangi
15,STAI Daruttaqwa Gresik
28,STAI Diponegoro Tulungagung
16,STAI Hasanuddin Pare Kediri
0,STAI Ibrahimy Genteng Banyuwangi
5,STAI Ihyaul Ulum Gresik
21,STAI Luqman Al-Hakim (STAIL) Surabaya
13,STAI Madiun Jawa Timur
14,STAI Ma`had Aly Al-Hikam Malang
26,"STAI Miftahul Ula Nglawak Kertosono, Nganjuk"
17,STAI Miftahul Ulum Pamekasan
0,STAI Muhammadiyah (STAIM) Bima
6,"STAI Muhammadiyah Paciran, Lamongan"
12,STAI Muhammadiyah Probolinggo
19,STAI Muhammadiyah Tulungagung
18,STAI Nahdlatul Ulama (STAINU) Pacitan
10,STAI Nahdlatul Wathan Samawa Sumbawa Besar NTB
11,STAI Nazhatut Thullab Sampang Madura
0,STAI Nurul Hakim Kediri Lombok Barat NTB
11,"STAI Pancawahana (STAIPANA) Bangil, Pasuruan"
0,STAI Qomaruddin Gresik
0,STAI Raden Rahmat Kepanjen Malang
13,STAI Salahuddin Pasuruan
0,STAI Sunan Drajat Lamongan
0,STAI Sunan Giri Bojonegoro
25,STAI Syaichona Moh. Cholil Bangkalan
0,STAI Syarifuddin (STAIS) Lumajang Jawa Timur
17,STAI Taruna Surabaya
8,STAI Taswirul Afkar Surabaya
15,STAI YPBWI Surabaya
1,STAI Zainul Hasan Genggong Kraksan Probolinggo
34,STID Al-Hadid Surabaya
7,STID Mustafa Ibrahim Al-Ishlahuddiny Kediri Lombok Barat NTB
9,STIS Al-Ittihad Bima Yayasan Pendidikan Al-Itihad Bima NTB
6,STIS Al-Wahidiyah Kediri Jawa Timur
3,STIS Sentra Bisnis Islami Surabaya
1,STIT Al-Azhar Sidoarjo
14,STIT Al-Fatah Siman Lamongan
5,STIT Al-Ishlah Bondowoso
20,STIT Al-Muslihun Tlogo Kanaigoro Blitar
15,STIT Al-Urwatul Wutsqo Jombang
18,STIT Aqidah Usymuni Sumenep
10,STIT Darussalimin NW Praya Lombok Tengah Nusa Tenggara Barat
14,STIT Ibnu Sina Malang
10,STIT Islamiyah Karya Pembangunan Paron Ngawi
11,"STIT Jembrana Kab. Jembrana, Bali"
14,STIT Makhdum Ibrahim (STITMA) Tuban
6,STIT Maskumambang Gresik
8,STIT Miftahul Ulum Bangkalan
7,"STIT Muhammadiyah Bangil, Pasuruan"
7,STIT Muhammadiyah Bojonegoro
0,STIT Muhammadiyah Kediri
1,STIT Muhammadiyah Lumajang
0,STIT Muhammadiyah Mojosari Mojokerto
11,STIT Muhammadiyah Pacitan
6,STIT Muhammadiyah Tempurejo Ngawi
0,STIT Muhammadiyah Trenggalek
5,STIT PGRI Pasuruan
8,STIT Raden Santri Gresik
6,STIT Raden Wijaya Mojokerto
14,"STIT Sunan Giri Bima, NTB"
14,STIT Sunan Giri Trenggalek
0,STIT Uluwiyah Mojosari Mojokerto
0,STAI Almuslim Bireun
8,STAI Al-Washliyah Banda Aceh
0,STAI Ar-Rahman Aceh Selatan
7,STAI Nusantara Kota Banda Aceh
4,STAI PTIQ Kota Banda Aceh
18,STAI Sepakat Segenep Kutacane Aceh Tenggara
25,STAI Syekh Abdur Rauf Singkil
1,STAI Teungku Dirundeng Meulaboh Aceh Barat
20,STAI Tgk. Chik Pante Kulu Kota Banda Aceh
20,STIS Al-Hilal Sigli Kab. Pidie
10,STAI Jami`atul Tarbiyah Lhoksukon Aceh Utara
34,STIT PTI Al-Hilal Sigli Kab. Pidie
6,"STAI Al-Hikmah Pariangan Batusangkar, Tanah Datar"
15,"STAI Madrasah `Arabiyah (STAIMA) Bayang, Pesisir Selatan, Sumatera Barat"
12,"STAI Pengembangan Ilmu Al-Qur`an (STAIPIQ), Kota Padang, Sumatera Barat"
13,"STAI Solok Nan Indah, Kota Padang"
7,"STAI Umar Bin Khattab di Ujunggading, Pasaman Barat, Sumatera Barat"
14,"STAI Balaiselasa YPPTI Pesisir Selatan, Sumatera Barat"
8,"STAI Yayasan Kebangkitan Islam (YKI) Sumatera Barat, Padang"
10,STAI Yayasan Tarbiyah Islamiyah (YASTIS) Lubuk Bagalung Padang
15,"STAI YDI Lubuk Sikaping, Pasaman, Sumatera Barat"
18,"STAI YPI Al-Ikhlas Painan, Pesisir Selatan, Sumatera Barat"
13,"STAI YPK Imam Bonjol Padang Panjang, Sumatera Barat"
0,STIT Adzkia Padang
14,STIT Ahlussunnah Bukittinggi
13,STIT Diniyyah Puteri Rahmah El-Yunusiyyah Kota Padang Panjang
16,STIT Syekh Burhanuddin Pariaman
23,STAI YAPTIP Simpang Empat Pasaman Barat
8,"STIT YPI Al-Yaqin Muaro Sijunjung, Sawahlunto"
7,STIT YPI Payakumbuh
50,STAI An-Nur Lampung Selatan
13,STAI Ash-Shiddiqiyah Lempuing Jaya OKI
19,"STAI Bumi Silampari Lubuk Linggau, Sumatera Selatan"
0,"STAI Ma`arif Metro, Kota Metro, Lampung"
10,"STAI Rahmaniyah (STAIR) Sekayu, Musi Banyuasin, Sumatera Selatan"
21,Sekolah Tinggi Agama Islam (STAI) Baturaja
0,"STIS Darussalam, Lampung Selatan, Lampung"
42,IAI Agus Salim Metro Lampung
10,"STIT Al-Quraniyah, Manna, Bengkulu Selatan"
14,STIT Al-Qur`an Al-Ittifaqiah (STITQI) Ogan Ilir Sumatera Selatan
7,STIT Darul Fattah Bandar Lampung
13,STAI Darussalam Lampung
0,STIT Ibnu Rusyd Kota Bumi Lampung Utara
23,"STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan"
8,"STIT Muara Enim, Sumatera Selatan"
0,"STIT Nurul Huda Sukaraja OKU Timur, Sumatera Selatan"
11,"STIT Pagar Alam, Sumatera Selatan"
11,"STIT Raudhatul Ulum, Sakatiga Indralaya, Kota Palembang, Sumatera Selatan"
6,STIT YPI Lahat
31,"STAI Al-Amanah Jeneponto, Sulawesi Selatan"
6,"STAI Al-Azhary Mamuju, Sulawesi Barat"
16,"STAI Al-Furqan Makassar, Sulawesi Selatan"
11,"STAI Al-Gazali Bone, Sulawesi Selatan"
6,"STAI Al-Ghazali Barru, Sulawesi Selatan"
17,"STAI Al-Ghazali Bulukumba, Sulawesi Selatan"
26,"STAI Al-Ghazali Soppeng, Sulawesi Selatan"
1,STAI Al-Mahdi Fakfak
0,STAI Al-Mardhiyah Majene
3,STAI Asy-Syafi`iyah Nabire
23,STAI As`adiyah Sengkang Wajo
0,"STAI DDI Jeneponto, Sulawesi Selatan"
8,"STAI DDI Kota Makassar, Sulawesi Selatan"
4,STAI DDI Majene
16,"STAI DDI Maros, Sulawesi Selatan"
23,"STAI DDI Pangkep, Sulawesi Selatan"
7,"STAI DDI Parepare, Sulawesi Selatan"
3,"STAI DDI Pinrang, Sulawesi Selatan"
0,"STAI DDI Polman, Sulawesi Barat"
20,"STAI DDI Sidrap, Sulawesi Selatan"
0,STAI Muhammadiyah Sinjai
6,"STAI Said Perintah Masohi, Maluku Tengah, Maluku"
10,"STAI Seram Timur Geser, Maluku"
6,"STAI Syarif Muhammad Raha, Muna, Sulawesi Tenggara"
0,"STAI YAMRA Merauke, Papua"
2,STIT YAPIS Manokwari
13,"STAI YAPIS Takalar, Sulawesi Selatan"
12,"STAI YAPNAS Jeneponto, Sulawesi Selatan"
14,"STAI YPIQ Baubau, Sulawesi Tenggara"
11,"STAI DDI Mangkoso, Barru, Sulawesi Selatan"
0,"STIS Muhammadiyah Tolitoli, Sulawesi Tengah"
0,"STIT As-Salama Tual Maluku Tenggara, Maluku"
9,"STIT DDI Pasangkayu, Mamuju, Sulawesi Barat"
37,"STAI Al-Hikmah Medan, Sumatera Utara"
7,"STAI Al-Hikmah, Tanjung Balai, Sumatera Utara"
7,STIT Al-Washliyah Binjai
10,"STAI Darul Arafah (STAIDA) Lau Bakeri Deli Serdang, Sumatera Utara"
10,"STAI Hikmatul Fadhilah Medan, Sumatera Utara"
32,"STAI Jam`iyah Mahmudiyah Tanjungpura Langkat, Sumatera Utara"
25,"STAI Madina (STAIM) Panyabungan, Mandailing Natal, Sumatera Utara"
10,"STAI PERTINU Padangsidimpuan, Sumatera Utara"
13,"STAI Raudhatul Akmal, Deli Serdang, Sumatera Utara"
2,"STAI Samora Pematang Siantar, Sumatera Utara"
11,"STAI Serdang Lubuk Pakam, Sumatera Utara"
21,"STAI Sumatera (STAIS) Medan, Sumatera Utara"
30,"STAI Syekh H. Abdul Halim Hasan Al-Islahiyah Binjai, Sumatera Utara"
5,"STAI Tapanuli (STAITA) Padangsidempuan, Sumatera Utara"
18,"STAI Tebing Tinggi Deli, Sumatera Utara"
17,"STAI UISU, Pematang Siantar, Sumatera Utara"
4,"STIT Gunung Tua, Padang Lawas Utara, Tapanuli Selatan, Sumatera Utara"
1,"STIT Hamzah Al-Fansuri Sibolga Barus (STIT HASIBA) Tapanuli Tengah, Sumatera Uta"
0,"STIT Muhammadiyah Sibolga, Tapanuli Tengah, Sumatera Utara"
0,Sekolah Tinggi Ilmu Dakwah Surakarta (STIDS)
15,Sekolah Tinggi Islam Kendal (STIK)
16,"STAI Al-Husain Magelang (STI AIH), Jawa Tengah"
26,STAI Al-Muhammad Cepu
18,STAI An-Nawawi Purworejo
50,STAI Bakti Negara Tegal
24,"STAI Brebes, Jawa Tengah"
8,"Sekolah Tinggi Agama Islam (STAI) Khozinatul Ulum, Blora, Jawa Tengah"
0,STAI Mamba`ul Ulum Surakarta (STAIMUS)
14,"STAI Muhammadiyah (STAIM) Blora, Jawa Tengah"
7,"STAI Muhammadiyah (STAIM) Klaten, Jawa Tengah"
0,"STAI Nahdlatul Ulama (STAINU) Kebumen, Jawa Tengah"
4,"STAI Nahdlatul Ulama (STAINU), Purworejo, Jawa Tengah"
20,"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah"
19,"STAI Pati (STAIP), Jawa Tengah"
20,"STAI Walisembilan Semarang (SETIAWS), Jawa Tengah"
6,"STIT Muhammadiyah, Kendal, Jawa Tengah"
30,STIT Pemalang
0,"Sekolah Tinggi Ekonomi Islam (STEI) Madani Banjarmasin, Kalimantan Selatan"
15,"Sekolah Tinggi Ilmu Qur`an (STIQ) Amuntai, Kalimantan Selatan"
12,"STAI Al-Falah Banjarbaru, Banjarmasin Kalimantan Selatan"
6,"STAI Al-Haudl Ketapang, Kalimantan Barat"
6,"STAI Al-Jami Banjarmasin, Kalimantan Selatan"
6,STAI Al-Washliyah Barabai
6,"STAI Balikpapan, Kalimantan Timur"
8,STIT Darul Hijrah Martapura
25,"STAI Darul Ulum Kandangan, Kalimantan Selatan"
0,"STAI Darussalam Martapura, Kalimantan Selatan"
6,"STAI Kuala Kapuas, Kalimantan Tengah"
12,"STAI Ma`arif Sintang, Kalimantan Barat"
36,"STAI Rasyidiyah Khalidiyah (RAKHA) Amuntai, Kalimantan Selatan"
8,"STAI Siti Khadijah Muara Teweh Barito Utara, Kalimantan Tengah"
0,"STAI Sulthan M. Syafi`uddin Sambas, Kalimantan Barat"
17,"STIS Hidayatullah Balikpapan, Kalimantan Timur"
12,"STIS Samarinda, Kalimantan Timur"
7,"STIS Syarif Abdurrahman Pontianak, Kalimantan Barat"
10,"STIT Darul Ulum Kotabaru, Kalimantan Selatan"
3,"STIT Ibnu Khaldun Nunukan, Kalimantan Timur"
7,"STIT Ibnu Rusyd Grogot Paser, Kalimantan Timur"
0,"STIT Iqra` Kapuas Hulu, Kalimantan Barat"
0,"STIT Muhammadiyah Banjar, Kota Banjar"
14,"STIT Muhammadiyah Tanjung Redep, Berau, Kalimantan Timur"
6,"STIT Syarif Abdurrahman Singkawang, Kalimantan Barat"
0,STIT Al Falah
19,"STAI An-Nadwah Kuala Tungkal, Jambi"
27,STAI Ma`arif Jambi
30,"STAI Muara Bulian Batanghari, Jambi"
27,"STAI Syekh Maulana Qori (SMQ) Bangko, Jambi"
37,STAI Yayasan Nurul Islam (YASNI) Muara Bungo
5,"STIT Al-Azhar Diniyyah (STITAD) Muaro Bungo, Jambi"
6,"STIT Al-Falah Rimbo Bujang, Tebo, Jambi"
15,"STIT Darul Ulum, Sarolangun, Jambi"
9,STIT YAPIMA Muara Bungo
0,STIT YPI Kerinci
23,STITNU Al Hikmah Mojokerto
13,STAI Ma`arif Kendal Ngawi
7,STIU Al-Mujtama Pamekasan
6,STEI Walisongo sampang
14,STIS Faqih Asy`ari
6,STIT Muhammadiyah Paciran
7,STIT Madina Sragen
14,Sekolah Tinggi Ilmu Syari`ah Miftahul Ulum Lumajang
5,Sekolah Tinggi Ilmu Tarbiyah Kupang
31,STAI Nurul Falah Airmolek
20,STAI Al-Azhar Pekanbaru
0,STAI YPPTIPS Balaiselasa
7,STIT Bustanul Arifin
20,Sekolah Tinggi Ilmu Ekonomi Syariah Bengkalis
7,STIT Ad-Da`wah Rangkasbitung
12,STITNU Sakinah Dharmasraya
18,STAI Ibnu Sina Batam
12,STEI Iqra Annisa Pekanbaru
2,STIT Syekhsaman Al-Hasan
25,STAI Miftahul Ulum Tanjung Pinang
28,STAI Diniyah Pekanbaru
13,STAI Hubbulwathan Duri
0,Sekolah Tinggi Ekonomi Islam (STEI) Husnayain Jakarta Timur
19,Sekolah Tinggi Ekonomi Islam SEBI (STEI SEBI) Ciputat Tangerang
14,STAI Al-Hamidiyah Jakarta
11,STAI Asy-Syukriyyah Tangerang
13,STAI At-Taqwa Bekasi
8,"STAI Azziyadah Klender, Jakarta Timur"
22,STAI Binamadani Tangerang
0,"STAI Darul Ma`arif, Cipete Jakarta Selatan"
5,STAI Darul Qalam Tangerang
19,"STAI Darunnajah Jakarta Yayasan Darunnajah, Jakarta Selatan"
6,STAI Imam Syafi`i Tomang Jakbar
22,STAI Indonesia
15,Sekolah Tinggi Ilmu Tarbiyah INSIDA
14,"STAI Lan Taboer Pondok Gede, Jakarta Timur"
6,STAI Nur El Ghazy Bekasi
16,STAI PTDII Jakarta
14,"STAI Publisistik Thawalib, Kwitang Jakarta Pusat"
15,STAI Shalahuddin Al-Ayyubi Jakarta Utara
13,STID Dirosat Islamiyah Al-Hikmah Mampang Jakarta Selatan
11,STID Mohammad Natsir Bekasi
7,STIT Al-Marhalah Al-`Ulya Bekasi
8,"STIT Muslim Asia Afrika, Tangerang"
0,STIT Tangerang Raya Yayasan Purgantorio
6,STIT YA`MAL Tangerang
0,STIU Al-Hikmah Mampang Jakarta Selatan
7,STIU Darul Hikmah Bekasi
12,STIU Dirosat Islamiyah Al-Hikmah Jakarta Selatan
9,STIE Syari`ah Al-Mujaddid
22,STAI Al-Musaddadiyah Garut
12,Sekolah Tinggi Ekonomi dan Perbankan Islam Mr. Sjafruddin Prawiranegara
8,STIT Kabupaten Tebo
22,Sekolah Tinggi Ilmu Islam dan Bahasa Arab (STIBA) Makassar
7,STAI Pelita Bangsa
0,STAI Al-Kautsar
11,STAI Al-Masthuriyah Sukabumi
17,STAI Al-Qudwah Depok
14,STAI Ar-Ridho Rokan Hilir Riau
17,STAI Auliaurrasyidin
14,STAI H.M. Lukman Edy Pekanbaru
0,STAI Kuansing
6,STAI Madinatun Najah
21,STAI Natuna
6,STAI Nurul Hidayah
15,STAI Rokan
26,STAI Sultan Abdur Rahman
6,STAI Sulthan Syarif Hasim
0,STAI Tafaqquhfiddin Dumai
13,STAI Tuanku Tambusai
9,STEI Ar - Rachman
6,STI Ekonomi Syari`ah Baktiya Aceh Utara
0,STIDKI Al-AZIZ Batam
6,STIQ Kepulauan Riau
10,Sekolah Tinggi Ilmu Tarbiyyah (STIT) Ar - Risalah Inhil Riau
6,"STIT Babussalam, Aceh Tenggara"
8,STIT Dar Aswaja Rokan Hilir
6,STIT Multazam
12,Sekolah Tinggi Ekonomi dan Bisnis Syariah (STEBIS) Indo Global Mandiri
3,Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Chaeriyah Mamuju Sulawesi Barat
0,Sekolah Tinggi Ilmu Syariah (STIS) Al-Manar
16,Sekolah Tinggi Ilmu Syariah Nahdlatul Ulama (STISNU) Nusantara Tangerang
1,Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Bima
0,Sekolah Tinggi Ilmu Tarbiyah (STIT) Islamiyah Nusa Tenggara Barat
20,Sekolah Tinggi Ilmu Syariah (STIS) Dayah Amal
1,Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam
13,Sekolah Tinggi Ilmu Syariah (STIS) Al-Aziziyah Sabang
15,Sekolah Tinggi Ilmu Syariah Wal Aqidah Ash-Shofa Manonjaya
6,Sekolah Tinggi Ekonomi Islam (STEI) Darul Qur'an Minak Selebah 
15,Sekolah Tinggi Ilmu Dakwah Sirnarasa
5,Sekolah Tinggi Ilmu Al-Quran (STIQ) An-Nur Lempuing OKI
6,Sekolah Tinggi Ilmu Syariah (STIS) Nurud Dhalam
15,Sekolah Tinggi Ilmu Syariah (STIS) Ummul Ayman Pidie Jaya
11,Sekolah Tinggi Ilmu Syari'ah (STIS) Nahdlatul Ulama Aceh
4,Sekolah Tinggi Ilmu Syari'ah (STIS) Muhammadiyah Pringsewu 
7,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Nur Ilmi Al-Ismailiyun
0,Sekolah Tinggi Ekonomi  Manajemen Bisnis Islam (STEMBI) Bandung
9,Sekolah Tinggi Ilmu Ekonomi Syariah Sayaga Saniskara Nusantara (STIES GASANTARA)
7,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Pagaralam
6,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Muhammadiyah Sumedang
0,Sekolah Tinggi Ilmu Tarbiyah (STIT) Bahana Sumbawa Barat
12,Sekolah Tinggi Ilmu Syariah (STIS) Darul Ulum Lampung Timur
12,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama (STITNU) Al-Farabi Pangandaran
0,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Al-Hamidy Pamekasan
12,Sekolah Tinggi Ekonomi dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan 
0,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Ar-rahmah Surabaya
1,Sekolah Tinggi Ilmu Al-Qur'an Ash-Shiddiq Aceh Besar 
21,STEBI Global Mulia Cikarang 
12,STIS As-Sa'adah Sukasari Sumedang 
12,Sekolah Tinggi Ilmu Perbankan Syariah Al-Ma'soem Bandung 
7,STIT Darussalam Lhokseumawe 
8,Sekolah Tinggi Sains Islam Bina Cendekia Utama Cirebon 
8,STEBIS Al-Ulum Terpadu Medan 
0,STIT Al-Anshar Tanjung Selor Bulungan 
14,Sekolah Tinggi Ilmu Ekonomi Syariah Imam Asy Syafii Pekanbaru Riau
12,STIS Darul Falah Pagutan Mataram NTB
6,STIQ Miftahul Huda Rawalo Banyumas Jawa Tengah
0,STIES Al-Falah Panceng Gresik Jawa Timur
0,Sekolah Tinggi Ilmu Fiqih Syeikh Nawawi Tanara Banten
4,Sekolah Tinggi Ilmu Tarbiyah Lingga Kepulauan Riau 
6,Sekolah Tinggi Ilmu Tarbiyah Simeulue Aceh
6,Sekolah Tinggi Ilmu Budaya Islam Syekh Jangkung Pati 
10,Sekolah Tinggi Ilmu Ekonomi Syariah Nahdlatul Ulama Bengkulu
0,Sekolah Tinggi Ekonomi dan Bisnis Islam Tanggamus Lampung
0,Sekolah Tinggi Ilmu Al-Qur'an Al-Lathifiyyah Palembang Sumatera Selatan
2,"Sekolah Tinggi Ilmu Ushuluddin Darussalam, Bangkalan, Jawa Timur"
3,"Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko, Pamekasan Jawa Timur"
0,"Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin, Banyuwangi Jawa Timur"
3,"Sekolah Tinggi Ekonomi Islam Masyarakat Madani, Pamekasan Jawa Timur"
0,Sekolah Tinggi Ilmu Tarbiyah Balikpapan
0,Sekolah Tinggi Ilmu Ekonomi Syariah Darul Huda Mesuji Lampung
13,Sekolah Tinggi Agama Islam Ibnu Rusyd
7,STEI Al Amar Subang Jawa Barat 
14,STEI Ar Risalah Ciamis Jawa Barat 
8,STIT Hamzah Fansuri Subulussalam Aceh
0,STIT Darul Ulum Kubu Raya Kalimantan Barat 
0,Sekolah Tinggi Ilmu Bahasa dan Dakwah Masjid Agung Sunan Ampel Surabaya Jatim
24,Sekolah Tinggi Agama Islam Aceh Tamiang 
0,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur 
0,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur 
0,Sekolah Tinggi Ekonomi dan Bisnis Islam Persatuan Ummat Islam Bogor Jawa Barat 
0,Sekolah Tinggi Ilmu Al-Qur'an Dan Sains Al-Ishlah Lamongan Jawa Timur 
0,Sekolah Tinggi Ilmu Tarbiyah Ar-Raudlatul Hasanah Medan Sumatera Utara
0,Sekolah Tinggi Pesantren Darunna'im Lebak Banten 
0,Institut Ummul Quro AL-Islami Bogor Jawa Barat 
0,Sekolah Tinggi Ekonomi Syariah Manna Wa Salwa Tanah Datar Sumatera Barat 
0,Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur
9,Sekolah Tinggi Agama Islam Al-Mujtahadah Pekanbaru 
0,Sekolah Tinggi Ekonomi Dan Bisnis Islam Darussalam Ogan Komering Ilir Sumsel
4,Sekolah Tinggi Ilmu Tarbiyah Al Bukhary Labuhan Batu
0,Sekolah Tinggi Ilmu Tarbiyah Batubara
0,Sekolah Tinggi Tarbiyah Hidayatullah Batam Kepulauan Riau
0,Sekolah Tinggi Ekonomi Islam Bina Muda Bandung
11,Sekolah Tinggi Ilmu Tarbiyah Nusantara Bekasi
3,Sekolah Tinggi Ilmu Tarbiyah Mamba'ul Ulum Jambi
0,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Al Mardliyyah Pamekasan
0,Sekolah Tinggi Ekonomi Islam Haji Abdul Malik Cikarang Barat
0,Sekolah Tinggi Ilmu Tarbiyah Al- Kifayah Riau
0,Sekolah Tinggi Ilmu Tarbiyah Makrifatul Ilmi Bengkulu Selatan
0,Sekolah Tinggi Ilmu Tarbiyah Togo Ambarsari Bondowoso Jawa Timur
0,Sekolah Tinggi Ilmu Tarbiyah Serdang Bedagai
0,Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Sumber Agung Oku Timur
0,Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo Jawa Timur
0,Sekolah Tinggi Ilmu Syariah Sayid mohammad Alawi Al Maliki Bondowoso Jawa Timur
0,Sekolah Tinggi Ekonomi Syariah Riyadlul Jannah Mojokerto Jawa timur
0,Institut Agama Islam As Siddiq Kie Raha Maluku Utara
0,Sekolah Tinggi Ilmu Ekonomi dan bisnis Islam Lampung
0,Sekolah Tinggi Ilmu Tarbiyah Al-Ihsan Baleendah Bandung Jawa Barat
0,Sekolah Tinggi Ilmu Tarbiyah Ispini Tanah Bumbu Kalimantan Selatan
0,Sekolah Tinggi Ilmu Syariah Haji  Abdul Rasyid Lombok Tengah
0,Sekolah Tinggi Ilmu Syariah Husnul Khotimah (STISHK) Kuningan
0,Sekolah Tinggi Ilmu Tarbiyah Rakeyan Santang Karawang Jawa Barat
0,Sekolah Tinggi Ekonomi dan Bisnis Islam Al Jabar Bandung Jawa Barat
0,Sekolah Tinggi Ilmu Tarbiyah Darussalamah Pidie Banda Aceh
5,Sekolah Tinggi Ilmu Tarbiyah Syamsuddhuha Aceh Utara Banda Aceh
0,Sekolah Tinggi Al Qur'an Ar Rahman Jonggol  Bogor Jawa Barat
0,Sekolah Tinggi Ilmu Tarbiyah Al-Ittihadiyah Labuhan Batu Utara Sumatera Utara
0,Sekolah Tinggi Ilmu Syariah Haji Abdul Rasyid Lombok Tengah Nusa Tenggara Barat
0,Sekolah Tinggi Madani Yogyakarta
0,Sekolah Tinggi Ilmu Syariah Abu Zairi Bondowoso Jawa Timur
0,Sekolah Tinggi Ilmu Al-Qur'an Darussalam Lhokseumawe Aceh
0,Sekolah Tinggi Ilmu Ekonom Syari'ah Mitra Karya Bekasi Jawa Barat
0,Sekolah Tinggi Ilmu Tarbiyah Tunas Bangsa Banjarnegara Jawa Tengah
0,Sekolah Tinggi Ilmu Ushuluddin Masjid Al Akbar Surabaya Jawa Timur
0,Sekolah Tinggi Ilmu Ushuluddin Wafi Mubarak Bogor Jawa Barat
0,Sekolah Tinggi Ilmu Syari'ah Darul Falah Bondowoso Jawa Timur
0,Sekolah Tinggi Ilmu Ekonomi Syariah Putera Bangsa Tegal Jawa Tengah
0,Sekolah Tinggi Agama Islam Sabilul Muttaqqin Mojokerto Jawa Timur
0,Sekolah Tinggi Agama Islam Mulia Astuti Wonogiri Jawa Tengah
0,Sekolah Tinggi Agama Islam Minhaajurroosyidiin
0,Sekolah Tinggi Ilmu Syariah Darusy Syafa'ah Lampung Tengah
0,Sekolah Tinggi Ilmu Tarbiyah Bolaang mongondow Kotamobagu Sulawesi Utara 
0,Sekolah Tinggi Agama Islam Al Hikmah Global Cendikia Kota Depok Jawa Barat
0,Sekolah Tinggi Ekonomi dan Bisnis Islam Muara Enim Sumatera Selatan
0,Sekolah Tinggi Ilmu Syari'ah Darussalam Bermi
0,Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Bogor Jawa Barat
0,Institut Agama Islam Abdullah Said Batam 
0,STAI Rawa Aopa Konawe Selatan
0,Sekolah Tinggi Ilmu Tarbiyah Indah Medan
0,Sekolah Tinggi Ilmu Syari'ah Sultan Fatah
0,Sekolah Tinggi Ilmu Tarbiyah Al Mubarok Bandar Mataram
0,Sekolah Tinggi Ilmu Tarbiyah Al Hikmah Bumi Agung Way Kanan
0,STAI Darunnajah Bogor
0,Sekolah Tinggi Ilmu Tarbiyah Syekh Muhammad Nafis
0,Sekolah Tinggi Ekonomi Syari'ah Bhakti Nugraha
6,Sekolah Tinggi Ekonomi Islam (STEI) Al-Arsyadi Kalimantan Timur
0,Sekolah Tinggi Ilmu Tarbiyah (STIT) Mumtaz
0,Sekolah Tinggi Ilmu Tarbiyah Al Washliyah Aceh Tengah
0,Sekolah Tinggi Ilmu Al Quran Al Multazam
0,Sekolah Tinggi Ilmu Ekonomi Syari'ah Alifa Pringsewu Lampung
67,STAK Negeri Tarutung
